# lemma	count — freq ranking for --freq/--maxEntries (must-keep 20M+, top50k 5M-). MIT.
ларс	4984203
заявила	4984202
мишка	4984201
смешные	4984200
ханны	4984199
улику	4984198
футбольныи	4984197
толкать	4984196
введите	4984195
шмотки	4984194
ригсби	4984193
ганс	4984192
взятки	4984191
интересен	4984190
сбросили	4984189
магазинах	4984188
владельцы	4984187
цезаря	4984186
заставляите	4984185
клевыи	4984184
обеспокоены	4984183
занесло	4984182
отношениями	4984181
грузовики	4984180
внутреннего	4984179
шумно	4984178
подняла	4984177
планируют	4984176
присутствующих	4984175
распространение	4984174
отвезет	4984173
превратила	4984172
подозревали	4984171
некая	4984170
мосс	4984169
останавливает	4984168
мышеи	4984167
обряд	4984166
малои	4984165
образцов	4984164
статуя	4984163
шанель	4984162
аргументы	4984161
четвертая	4984160
продажа	4984159
маиер	4984158
подружиться	4984157
содовои	4984156
натворили	4984155
ограничения	4984154
попробовала	4984153
прятки	4984152
поосторожнеи	4984151
тяжелым	4984150
отчета	4984149
полосу	4984148
сорвал	4984147
исчезнут	4984146
дураков	4984145
типично	4984144
шансом	4984143
стражи	4984142
невинные	4984141
просыпается	4984140
общественное	4984139
гроза	4984138
нуждалась	4984137
пожарных	4984136
понравятся	4984135
интернету	4984134
джеимсом	4984133
языки	4984132
визитка	4984131
целости	4984130
стремление	4984129
yes	4984128
скуки	4984127
хирургом	4984126
припадок	4984125
экономики	4984124
проникли	4984123
последовал	4984122
передач	4984121
нежныи	4984120
предложит	4984119
входе	4984118
офицеру	4984117
спалось	4984116
дочку	4984115
козлом	4984114
плоха	4984113
разрушена	4984112
сладкие	4984111
актеры	4984110
паршивыи	4984109
решают	4984108
милых	4984107
семеиного	4984106
лишним	4984105
грамм	4984104
столетия	4984103
участвовали	4984102
пани	4984101
холден	4984100
гетто	4984099
уборную	4984098
феиерверк	4984097
сена	4984096
подцепить	4984095
наизусть	4984094
торговать	4984093
прежним	4984092
марша	4984091
помолиться	4984090
привлекательным	4984089
мюл	4984088
морин	4984087
сбегать	4984086
угрожала	4984085
обмена	4984084
марком	4984083
куш	4984082
сандерс	4984081
показало	4984080
мигом	4984079
вынес	4984078
иглу	4984077
кэнди	4984076
впустите	4984075
тратим	4984074
карману	4984073
заднего	4984072
подразумеваю	4984071
веревки	4984070
предприятие	4984069
хоббс	4984068
токсины	4984067
шути	4984066
мешке	4984065
актеров	4984064
надоел	4984063
прежнии	4984062
желают	4984061
крушение	4984060
часом	4984059
становитесь	4984058
неожиданныи	4984057
бордель	4984056
остановке	4984055
поместил	4984054
гуляет	4984053
отвратителен	4984052
марса	4984051
мужского	4984050
комбинация	4984049
дюжина	4984048
франциско	4984047
месячные	4984046
чанг	4984045
гены	4984044
съехать	4984043
французском	4984042
пожелаи	4984041
россия	4984040
прокатимся	4984039
мэт	4984038
свалился	4984037
гдe	4984036
сувенир	4984035
эгоистично	4984034
подходил	4984033
слаба	4984032
панику	4984031
аванс	4984030
интересна	4984029
писателем	4984028
обманывал	4984027
произнес	4984026
поболтаем	4984025
жаркое	4984024
мужская	4984023
основы	4984022
девственность	4984021
хорошему	4984020
владеть	4984019
увольнения	4984018
крон	4984017
затылок	4984016
флетчер	4984015
скандала	4984014
мразь	4984013
отправит	4984012
шуметь	4984011
медали	4984010
лишил	4984009
водишь	4984008
мамуля	4984007
ударилась	4984006
стиг	4984005
анне	4984004
инициалы	4984003
виделась	4984002
глядите	4984001
следим	4984000
одиноких	4983999
теряи	4983998
инсульт	4983997
аптеку	4983996
пожертвование	4983995
мастерство	4983994
утрате	4983993
жестокая	4983992
тактика	4983991
открытых	4983990
берри	4983989
реб	4983988
собираем	4983987
франц	4983986
категорически	4983985
чувствуи	4983984
корпуса	4983983
величаиших	4983982
сходят	4983981
поступит	4983980
куп	4983979
культуре	4983978
орден	4983977
конг	4983976
официанткои	4983975
проходишь	4983974
мертвецов	4983973
